,debit_amount_count,debit_amount_sum,debit_amount_mean,debit_amount_std,debit_debit_roll_cnt_30d_mean,debit_debit_roll_mean_30d_mean,debit_debit_roll_std_30d_mean,debit_debit_amount_spike_ratio_7d_mean,debit_debit_tx_rate_spike_7d_mean,debit_debit_amount_volatility_30d_mean,credit_amount_count,credit_amount_sum,credit_amount_mean,credit_amount_std,credit_credit_roll_cnt_30d_mean,credit_credit_roll_mean_30d_mean,credit_credit_roll_std_30d_mean,credit_credit_amount_spike_ratio_7d_mean,credit_credit_tx_rate_spike_7d_mean,credit_credit_amount_volatility_30d_mean,out_unique,in_unique,fan_out_ratio,fan_in_ratio,in_out_ratio,IsolationForest_score,LocalOutlierFactor_score,OneClassSVM_score,EllipticEnvelope_score,graph_anomaly_score,anomaly_flag
aab73ac39e001729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14132.0,4710.666666666667,3759.755621491021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333322222225925,14132000001.000002,0.0009810030740139684,0.0031461231997810517,0.7083946581416896,3.8822435302880676e-08,0.17813045580947995,0
ac31ae518119510a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,137516.13,4297.3790625,7427.872470023388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.031249999023437534,137516130001.00003,0.04193875116305919,0.0040470668220337945,0.9245724020598851,3.6156406097906112e-06,0.24264045892139696,0
ad57c94e5b8df8f6,23.0,24516000.0,1065913.043478261,580248.0592614504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04347825897920613,0.0,4.0789688366779213e-14,0.2347383845169726,0.026505855611103173,0.5979360471229039,4.133993700799832e-06,0.21479610531117013,0
b18fbc3ad50a69af,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18900.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,18900000001.0,0.01630698173685583,0.0026772911308147493,0.9865177194924994,4.0983387329591344e-08,0.25137550833588934,0
b7cc789e957991dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12249.38,12249.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,12249380001.0,0.016929958612542675,0.0026772911308147493,0.9888802541788724,4.653720285169243e-08,0.25212188761485815,0
b7f7935acecc2c89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2329840.38,2329840.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,2329840380001.0,0.16141781172067143,0.2505250536076019,0.8759185224119924,3.971698144150019e-05,0.3219752761804268,0
c1ad1d5de1335233,4.0,335000.0,83750.0,62898.72812704562,0.0,0.0,0.0,0.0,0.0,0.0,2.0,990000.0,495000.0,21213.203435596424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24999993750001562,0.499999750000125,2.9552238805911784,0.12037621862683552,0.021459078799895483,0.24667424239757238,3.643630830234263e-06,0.0971282958637834,0
ca3891c167141f4d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,16729.01,389.04674418604645,275.34810913357114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.023255813412655504,16729010001.0,0.061029453187078635,0.005362825110143052,0.9424464595078099,7.687423414927588e-06,0.25221160630711165,0
cb32b2a9fe28f462,9.0,4742080.0,526897.7777777778,874265.5283404719,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3415646.0300000003,853911.5075000001,1159638.1642091454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11111109876543349,0.24999993750001562,0.7202843541231442,0.1998739651466491,0.04962729086800992,0.0,7.979683106232663e-05,0.06239526321143033,0
ceada355d716d7cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,155000.0,77500.0,31819.80515339464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.499999750000125,155000000001.0,0.005159419812169949,0.004055759132201587,0.6472846952543776,1.9551196269396158e-09,0.16412496903846718,0
